,date,like,view,tag,content
24,2022-06-06,좋아요 1개,조회 0회,"['#범죄도시2', '#마동석', '#손석구']",헹조조영화 성공!#범죄도시2#마동석 #손석구 너무 좋아!시원한 타격감 최고!근데 너무 잔인해😭내 누군지 아니!?ㅋㅋㅋㅋㅋㅋ진실의 방으로ㅋㅋ
25,2022-06-06,좋아요 3개,조회 0회,['#범죄도시2'],영원하다 마블리😍응원하며 꿀관람마동석이하 모든배우님들 고생하셨어요🙆#범죄도시2
26,2022-06-06,좋아요 4개,조회 0회,"['#심야영화', '#범죄도시2', '#2시간순삭']",몇년만에 둘이보는영화#심야영화#범죄도시2 #2시간순삭
27,2022-06-06,좋아요 1개,조회 0회,"['#영화', '#범죄도시2', '#쥬라기월드', '#cgv']",범죄도시는 재밋쥬라기월드는 노잼#영화 #범죄도시2 #쥬라기월드 #cgv
28,2022-06-06,좋아요 1개,조회 0회,"['#범죄도시2', '#마동석', '#손석구', '#마블리가다한영화', '#칼들고설치지마라', '#맨손으로때려잡는다', '#간만에영화관람', '#🍯']",2022.06.04 토PM 8:45#범죄도시2 #마동석 #손석구#마블리가다한영화 #칼들고설치지마라 #맨손으로때려잡는다#간만에영화관람 #🍯
29,2022-06-06,좋아요 7개,조회 0회,"['#범죄도시2.', '#instasize', '#셀스타그램', '#좋반', '#먹스타그램', '#데일리', '#ootd', '#일상', '#likeforlikes', '#신혼부부', '#조조영화', '#씨네엔포레']",오랜만에 문화생활 #범죄도시2.#instasize #셀스타그램 #좋반#먹스타그램 #데일리 #ootd #일상#likeforlikes #신혼부부 #조조영화 #씨네엔포레
30,2022-06-06,좋아요 2개,조회 0회,"['#종합소득세', '#소고기', '#가천린포크김포점', '#범죄도시2', '#롯데시네마', '#리클라이너쇼파', '#알찬하루✌️']",#종합소득세 끝#소고기#가천린포크김포점#범죄도시2#롯데시네마#리클라이너쇼파 좋네#알찬하루✌️
31,2022-06-06,좋아요 1개,조회 0회,"['#혼영', '#영화관', '#CGV', '#정왕동', '#범죄도시2', '#인증', '#영화', '#일상', '#일기', '#데일리', '#영화스타그램', '#진실의방저도']",#혼영 #영화관 #CGV #정왕동 #범죄도시2 #인증 #영화 #일상 #일기 #데일리 #영화스타그램 #진실의방저도 인증입니다!!~ 장췐때보다 더 많이 부수는동석이형님... 그리고 진실의방.아침 일찍 혼영 중독될꺼 같습니다. 사람없는 영화관에서 나혼자 다리뻗고 누워서 보는 영화 꿀 입니다진짴ㅋㅋㅋㅋ
32,2022-06-06,좋아요 0개,조회 0회,"['#큰딸과', '#힐링데이트❤️', '#사랑스런딸랑구❤️', '#행복합니다❤️', '#롯데시네마', '#범죄도시2', '#팝콘', '#방송작가', '#인셀덤레디언솜100', '#원브렌드원채널', '#선한부자', '#인간성(', '#인성)']",#큰딸과 #힐링데이트❤️ #사랑스런딸랑구❤️ #행복합니다❤️ #롯데시네마 #범죄도시2 #팝콘#방송작가#인셀덤레디언솜100 #원브렌드원채널 #선한부자 #인간성(#인성)
33,2022-06-06,좋아요 0개,조회 0회,"['#돼지갈비맛집', '#구로맛집', '#진심갈비', '#갈비에진심인편', '#영화관데이트', '#팝콘냄새솔솔', '#스트레스해소', '#범죄도시2', '#사랑하는사람과함께❤️']",연휴 주말동안 열심히 돌아다니며 맛있는  돼지갈비도 먹고 진짜 오랫만에 영화관에서 영화한편 보고ㅎㅎ 몸은 피곤했지만 큰 결정의 산을 무난하게 넘은 것 같아 좋구만~~#돼지갈비맛집 #구로맛집 #진심갈비 #갈비에진심인편 #영화관데이트 #팝콘냄새솔솔 #스트레스해소 #범죄도시2 #사랑하는사람과함께❤️
34,2022-06-06,좋아요 2개,조회 0회,['#범죄도시2'],3년만에 조조영화#범죄도시2 재밌네 ㅎㅎ
35,2022-06-06,좋아요 6개,조회 0회,['#20220606오랜만에'],#20220606오랜만에 조조🎬
36,2022-06-06,좋아요 3개,조회 0회,"['#리콜라', '#범죄도시2', '#강해상', '#손석구', '#또봐도재밌어', '#내원픽손석구']",구씨 납치해주세욥! 뜬금없지만 마지막은 내 최애 사탕 #리콜라 #범죄도시2 #강해상 #손석구 #또봐도재밌어 #내원픽손석구
37,2022-06-06,좋아요 6개,조회 0회,"['#씨네팔공산', '#얼마만이야', '#범죄도시2', '#N차관람', '#마블리', '#강해상손석구', '#너무좋앙']",어제 비가 주룩주룩ㅋ집에있다가  팔공산 자동차극장또봐도재밌오#씨네팔공산#얼마만이야#범죄도시2#N차관람#마블리#강해상손석구#너무좋앙
38,2022-06-06,좋아요 6개,조회 0회,"['#범죄도시2', '#율하cgv', '#심야']",몇년만에 영화관을 가봄..우리집 근처 cgv.요즘 영화관은 쇼파로 되어있네ㅋㅋㅋㅋㅋ#범죄도시2 #율하cgv #심야
39,2022-06-06,좋아요 22개,조회 0회,"['#범죄도시2', '#긴장감제로마동석액션씬', '#반장과케미', '#손석구', '#박지환', '#은하철도999차장', '#투명인간', '#뛰고걷고뛰고걷고', '#팝콘', '#스프라이트사이즈업', '#핫도그까지먹음😓']",인바디체크후 지방을 멀리하리라ᆢ다짐만 하는걸로~~~스타벅스 강남우성점에서만 커피3잔ᆢ참 골고루도ᆢ아아ᆢ카푸치노ᆢ돌체라떼ᆢ저녁후 살짝 뛸 운동복입은후ᆢ너무좋아하는 손석구배우님과 박지환배우님보러ᆢ마배우님도 좋지만ᆢ무명일때부터 손배우님을 좋아하는ᆢ잔인한장면은 은하철도999의 차장처럼투명인간되어 사라졌다ᆢ나머지 장면만 보는 ᆢ그래도 너무 재밌게 보고ᆢ2km 뛰고 2km쯤 걷고ᆢ저녁 걷기에 살~~부는 바람이ᆢ너무 상쾌한 요즘~~ᆢᆢᆢ#범죄도시2#긴장감제로마동석액션씬#반장과케미#손석구#박지환#은하철도999차장#투명인간#뛰고걷고뛰고걷고#팝콘#스프라이트사이즈업#핫도그까지먹음😓
40,2022-06-06,좋아요 9개,조회 0회,"['#sonsukku', '#손석구', '#범죄도시2', '#나의해방일지', '#구씨', '#강해상', '#천만관객', '#천만', '#천만배우']",900만 돌파 아싸~~~이번주 수요일 천만 돌파 예상 ㅎㅎㅎ천만배우 손석구 가즈아~~~#sonsukku #손석구 #범죄도시2 #나의해방일지 #구씨 #강해상 #천만관객 #천만 #천만배우
41,2022-06-06,좋아요 7개,조회 0회,"['#비오는휴일', '#황금휴일', '#일요일', '#오늘날씨무엇', '#비오고난리☔️', '#영화관', '#데이트', '#서방캉', '#범죄도시2', '#삼남매는', '#쥬라기월드', '#세상편하네', '#이런날도오고', '#취향에따라', '#영화보기', '#삼남매네일상', '#완전체', '#공동육아', '#롯데시네마', '#카라멜팝콘', '#너무맛있어', '#카페맛집', '#연유라떼', '#슬로우터틀', '#딸기케익맛집', '#울애들이젤좋아하는', '#내딸랑구']",ㆍㆍㆍ비오니까 오늘은 영화관나들이ᆢ우리는 범죄도시2원투쓰리는 쥬라기월드크니까 이런게 좋구나~~~ 😁😁ㆍㆍㆍㆍㆍㆍㆍㆍㆍㆍㆍㆍㆍㆍㆍㆍㆍㆍㆍㆍㆍ#비오는휴일 #황금휴일 #일요일 #오늘날씨무엇 #비오고난리☔️#영화관 #데이트 #서방캉 #범죄도시2 #삼남매는 #쥬라기월드 #세상편하네 #이런날도오고 #취향에따라 #영화보기 #삼남매네일상 #완전체 #공동육아 #롯데시네마 #카라멜팝콘 #너무맛있어 #카페맛집 #연유라떼 #슬로우터틀 #딸기케익맛집 #울애들이젤좋아하는 #내딸랑구
42,2022-06-06,좋아요 14개,조회 0회,"['#첫줄', '#데일리', '#조조영화', '#영화관', '#범죄도시2', '#평생친구', '#부부그램', '#휴일엔', '#영화감상', '#얼마만인가', '#아이들없이', '#우리둘이만ᆞᆞ뭔']",#첫줄#데일리#조조영화#영화관#범죄도시2#평생친구#부부그램#휴일엔#영화감상#얼마만인가#아이들없이#우리둘이만ᆞᆞ뭔 팝콘줄이~~~~이건 아니라고본다~~~
43,2022-06-06,좋아요 1개,조회 0회,"['#부부데이트', '#심야영화', '#천안시청cgv', '#범죄도시2']",집주인님과 백만년만에 영화데이트ㅋ애들이 크니까 이제가능^^자주 시간내서 보자공범죄도시2..개인적으로 1편이 좋았음하지만 시간은 훌쩍지나감#부부데이트 #심야영화 #천안시청cgv #범죄도시2
44,2022-06-06,좋아요 1개,조회 0회,"['#범죄도시2', '#마동석', '#아멘', '#크리스천', '#영화', '#영화즐감', '#하느님', '#하느님감사합니다', '#하느님감사합니다🙏', '#god', '#graceofgod', '#핵꿀잼', '#인싸', '#딸랑구랑', '#부페', '#떡볶이', '#롯데시네마', '#배서킨라빈스']",딸랑구랑 date~~~~^^ 2호윤희랑 #범죄도시2 도 즐감하고.~~부페도 갔다 왔음.~~(사진은울딸영희~~)넘넘 즐건시간 보냈네요.~~영화 핵.꿀.잼이였습니다^^보고. #마동석 씨fan될뻔  한건 안비밀~~^^😁😁오늘도 이렇게 풍요로운음식 을 주시고 일용한 양식을 주시.는 하느님께 감사 드립니다🙏영원히 아멘.#아멘 #크리스천 #영화#영화즐감#하느님#하느님감사합니다#하느님감사합니다🙏 #god#graceofgod #핵꿀잼#인싸#딸랑구랑#부페#떡볶이#롯데시네마#배서킨라빈스
45,2022-06-06,좋아요 3개,조회 0회,"['#범죄도시2', '#롯데시네마', '#신불당', '#영화관']",나도 뒤늦게 범죄도시2  보러 갔다~ 마동석 간지 쩜...#범죄도시2 #롯데시네마 #신불당 #영화관
46,2022-06-06,좋아요 17개,조회 0회,['#범죄도시2(광고나오는중'],#범죄도시2(광고나오는중 영화시작할땐 핸폰 ㄴ)
47,2022-06-06,좋아요 12개,조회 0회,"['#범죄도시2', '#손석구', '#마동석', '#범죄도시2_꿀잼', '#강해상', '#마석도', '#박지환', '#장이수']","범죄도시2 : 강해상 빌런➖어떻게 시리즈 영화가,원작보다 후속작이 더 재밌을수가..☺️.마동석은 원래 마동석이지만,강해상이 너무 섹시하고 사자처럼 강력하네요. ➖📝: 손석구.. 멋진남자..➖#범죄도시2 #손석구 #마동석 #범죄도시2_꿀잼 #강해상 #마석도 #박지환 #장이수"
48,2022-06-06,좋아요 1개,조회 0회,"['#손석구', '#범죄도시2']",#손석구 추앙하러 #범죄도시2 보고옴손석구 연기대박임 천만배우가자🙏
49,2022-06-06,좋아요 4개,조회 0회,"['#범죄도시2', '#쥬라기공원도미니언']",오랜만에 누나랑 영화관~#범죄도시2 #쥬라기공원도미니언
50,2022-06-06,좋아요 7개,조회 0회,"['#범죄도시2', '#마동석💜', '#손석구💜', '#마석도💜', '#강해상💜', '#추앙합니다']","♡손석구 추앙하러갔다왔찌롱~~광기눈빛❤️‍🔥 어우~~~~~!!!구씨만 추앙할래~강해상은 나가리!ㅎㅎㅎ동석이오빠는 역시나!👍👍진실의방도좋고,버스타고온것도좋고,벨누르라는것도좋고,살아 움직이는것도 좋앙😍#범죄도시2#마동석💜#손석구💜#마석도💜#강해상💜#추앙합니다"
51,2022-06-06,좋아요 3개,조회 0회,"['#지난주이야기산에서', '#유정식당', '#범죄도시2잔인해서', '#어모유정식당', '#찐맛집', '#수육맛집', '#자주갈듯', '#세상에맛난게왜케많나요', '#극장데이트', '#15세맞나요', '#휴무알차게쓰기']",#지난주이야기산에서 컵라면을 포기하고내려와맛집이라는#유정식당 에서수유이랑 순대국밥 돼지국밥둘이서 클리어✌️너무 맛있어서아이들꺼 포장해오기오랜만에 극장데이트#범죄도시2잔인해서 반은 눈을 감고있었지만중간중간 코믹들이 재미있었음#어모유정식당#찐맛집#수육맛집#자주갈듯#세상에맛난게왜케많나요#극장데이트#15세맞나요#휴무알차게쓰기
52,2022-06-06,좋아요 31개,조회 0회,"['#범죄도시2', '#영화관람🎬', '#영화관데이트', '#자유시간만끽', '#숯불닭갈비', '#맛집', '#맛스타그램😋', '#맛집추천', '#문화생활즐기기', '#강추👍', '#알찬하루💕']",저도 드디어 범죄도시2를 봤어용👏👏애들 맡기고 애들 뮤지컬. 영화가 아닌 어른영화를 보니 너무 좋더라고용~영화관에서 팝콘냄새 솔솔 나니 진짜 영화관 온거 같고 넘 좋았어용~^^팝콘은 시작전에 클리어하고~~ㅋ범죄도시2  진짜 너무 재밌더라고용~👊마동석 펀치는 효과음도 있지만 무슨 괴물이 사람치는 펀치감 ㅋ👊3D나 4D로 펀치감을 진동이나 효과로 느끼면 더 재밌겠다 생각했어용~👊요즘 대세 손석구님도 연기 완전 잘하시공~~~🍭영화끝나고 전부터 가보려고 했던 계륵장군 가서 숯불 닭갈비 먹었는데 진짜 JMT (존맛탱) 이었어요~~😍😍😍정신없이 먹어서 사진을 못남겼다는요 ㅋ대기가 있지만 한강오시면 함 가보세용~~진짜 짱맛이예요~~~😍😍전 낮에 한가할때 또 갈 예정이예용~^^#범죄도시2#영화관람🎬 #영화관데이트#자유시간만끽#숯불닭갈비#맛집#맛스타그램😋 #맛집추천#문화생활즐기기#강추👍 #알찬하루💕
53,2022-06-06,좋아요 5개,조회 0회,['#범죄도시2'],미래에 연예인님이랑.싸인 좀 받아놔야지#범죄도시2
54,2022-06-06,좋아요 7개,조회 0회,['#범죄도시2'],어제 오랜만에 문화생활 한다고범죄도시2봤는데손석구는 대사가 없고 무서운데 치이고마동석은 그냥 치임ㅋㅋㅋㅋㅋㅋㅋㅋ나는 마동석 짱💪🏾.#범죄도시2
55,2022-06-06,좋아요 15개,조회 0회,"['#박스오피스]', '#범죄도시2', '#마동석', '#손석구', '#900만돌파', '#이상용감독', '#한국영화', '#범죄코미디15세관람가', '#쿠키영상없음', '#최귀화', '#박지환', '#허동원', '#허준', '#정재광', '#박지영', '#이주언', '#이규원']","#박스오피스] <범죄도시2>가 영진위 통합전산망 기준, 개봉 20일째인 6월 6일(월) 현충일, 900만 관객을 돌파했다.#범죄도시2 #마동석 #손석구 #900만돌파 #이상용감독 #한국영화 #범죄코미디15세관람가 #쿠키영상없음 #최귀화 #박지환 #허동원 #허준 #정재광 #박지영 #이주언 #이규원"
56,2022-06-06,좋아요 4개,조회 0회,"['#범죄도시2', '#기대기대', '#부부일상']",재밌어라 재밌어라😀#범죄도시2 #기대기대 #부부일상
57,2022-06-06,좋아요 2개,조회 0회,"['#영화', '#범죄도시2', '#관람', '#손석구', '#구씨', '#💚']",나의해방일지 구씨보러  범죄도시2 관람구씨는 어디가고  무서운 강해상만ㅋㅋ3편도 살짝쿵 기대할 정도로  1편보다 잼있게 보고 나온듯~  육퇴 후 영화관람은 참말로 달콤하다.#영화#범죄도시2#관람#손석구#구씨#💚
58,2022-06-06,좋아요 5개,조회 0회,[],주누랑 CGV.
59,2022-06-06,좋아요 0개,조회 0회,"['#아웃백', '#범죄도시2', '#손석구', '#롯데시네마', '#은평구']",#아웃백 #범죄도시2 #손석구 #롯데시네마 #은평구 은평 롯데몰 적응하기^^
60,2022-06-06,좋아요 6개,조회 0회,[],호두당삼산점 오픈했어요!(10:00~21:00)오랜만에 단비가 주룩주룩 내린 일요일고객님들 사랑으로 바쁜 하루를 보냈습니다^^ 항상 성원에 감사드리며앞으로도 변함없는 맛과 서비스로 보답해드리겠습니다♡♡휴일 마지막날 오늘도 호두당하세요!!
61,2022-06-06,좋아요 6개,조회 0회,"['#포켓몬스터극장판너무신나하는', '#범죄도시2', '#극장핫도그']",.#포켓몬스터극장판너무신나하는 딸.너무긴장한 아들.나가는문이어디냐..엄마같이보면안되냐..😅영화티켓.모르고버려서 쓰레기통뒤짐.짱나🤣🤣🤣🤣🤣난밖에서 커피마시며 대기하기~#범죄도시2  다시보고싶다 ㅋㅋㅋㅋ#극장핫도그 사먹을까?🌭🌭
62,2022-06-06,좋아요 25개,조회 0회,"['#범죄도시2', '#명품파는남자', '#구독자가돈버는공구', '#팔로워가행복한공구', '#구찌', '#구찌벨트', '#gucci', '#제이와이픽샵']","연휴가 끝나 간다비도 오고 이럴때는 실내가 좋지 오늘은 나도 #범죄도시2 나 봐야겠다 근데 이거 재밌어요?구찌 벨트 큰 사이즈 다시 입고 됐어요 ^^심플하게 셔츠에 팬츠 입고 포인트로 하기 딱 좋죠? 백화점 판매 동일 모델 모든 온라인 쇼핑몰 대비 최저가 대신 우리끼리만 백화점가 710,000원JYPICKSHOP 특가 398,000원프로필 링크 있어요 정품 아닐 경우 100% 환불 보상 합니다 JYPICKSHOP 은 정품만을 판매 합니다 영화 보고 더현대 가서 구찌 매장 또 가 볼게요시장 조사는 필수 #명품파는남자 #구독자가돈버는공구 #팔로워가행복한공구 #구찌#구찌벨트#gucci#제이와이픽샵"
63,2022-06-06,좋아요 5개,조회 0회,"['#범죄도시2', '#900만', '#천만가자', '#이상용감독', '#마동석', '#각색', '#기획제작', '#마석도', '#손석구', '#최귀화', '#박지환', '#허동원', '#하준', '#정재광', '#남문철', '#이주원', '#음문석', '#김찬형', '#이규원', '#유영채', '#프로듀서', '#김태성', '#음악', '#범죄도시3', '#이준혁', '#빌런)', '#범죄도시', '#마동석시네마틱유니버스', '#마블리', '#에이비오엔터테인먼트']",#범죄도시2 #900만 #천만가자 #이상용감독 #마동석 (#각색 #기획제작 #마석도 역) #손석구 #최귀화 #박지환 #허동원 #하준 #정재광 #남문철 #이주원 #음문석 #김찬형 #이규원 #유영채 #프로듀서 #김태성 #음악 #범죄도시3 (#이준혁 #빌런) #범죄도시 #마동석시네마틱유니버스 #마블리 #에이비오엔터테인먼트 @aboentertainment @donlee@hongfilm.official @megabox_plus_m@ba_enter@bigpunch_official@guyhwachoi @sonsukku @dongwon9929 @actor_hajun @jaekwang_jeong @monsterz_sic @gyuwoon_lee
64,2022-06-06,좋아요 2개,조회 0회,"['#범죄도시2', '#900만', '#천만가자', '#이상용감독', '#마동석', '#각색', '#기획제작', '#마석도', '#손석구', '#최귀화', '#박지환', '#허동원', '#하준', '#정재광', '#남문철', '#이주원', '#음문석', '#김찬형', '#이규원', '#유영채', '#프로듀서', '#김태성', '#음악', '#범죄도시3', '#이준혁', '#빌런)', '#범죄도시', '#마동석시네마틱유니버스', '#마블리', '#에이비오엔터테인먼트']",#범죄도시2 #900만 #천만가자 #이상용감독 #마동석 (#각색 #기획제작 #마석도 역) #손석구 #최귀화 #박지환 #허동원 #하준 #정재광 #남문철 #이주원 #음문석 #김찬형 #이규원 #유영채 #프로듀서 #김태성 #음악 #범죄도시3 (#이준혁 #빌런) #범죄도시 #마동석시네마틱유니버스 #마블리 #에이비오엔터테인먼트 @aboentertainment @donlee@hongfilm.official @megabox_plus_m@ba_enter@bigpunch_official@guyhwachoi @sonsukku @dongwon9929 @actor_hajun @jaekwang_jeong @monsterz_sic @gyuwoon_lee
65,2022-06-06,좋아요 6개,조회 0회,"['#범죄도시2', '#도화cgv', '#감기걸릴뻔']",난 아직도 마니 춥다..저녁에 반바지는 역시 무리다#범죄도시2 #도화cgv #감기걸릴뻔
66,2022-06-06,좋아요 3개,조회 0회,"['#노티드도넛', '#새들러하우스', '#플라잉스콘', '#backerin', '#프레첼', '#범죄도시2']",.#노티드도넛 #새들러하우스 #플라잉스콘 #backerin #프레첼 #범죄도시2 까지한번에 클리어 😍😍😍
